statement_clean,justification_clean,label_num,label_tf
us sen kay bailey hutchison voted continue roe v wade,gave true obama twisted mccains words cleveland debate said bogged war john mccain suggests might go another 100 years explain mccain referring peacetime presence war,4,1
federal health care law probably biggest tax increase ever history country,bush wrote 2 percent 50 000 central american children crossed border illegally year sent home surprisingly difficult track exact numbers gather number appears accurate figure though useful snapshot current state affairs likely number rise children go legal process bush said low number result central american children skipping court appearances actually long legal proceedings take statement accurate needs clarification additional information,1,0
last 29 months economy produced 45 million privatesector jobs,5 million number said last 29 months economy produced 4 5 million privatesector jobs,4,1
president came campaigned 12 times,sands slightly misrepresenting nces calculation though speaking average class sizes refers report measuring pupiltoteacher ratios different theres question states included southeast virginia included florida ranks second,2,0
since 2008 cut 5 000 positions virginia public schools,santorum correct said unemployment rate 4 percent 5 percent college graduates currently 4 4 percent overstated case said unemployment rate among noncollegeeducated well double digits america relatively high historical standards actual numbers today double digits much less well update item appeared number readers asked us clarify unemployment rates people various educational achievement levels well provide detail take people except bachelors degree sum high school dropouts high school diploma college bachelors degree associates degree unemployment rate 9 6 percent alternately take people without college experience sum high school dropouts high school diploma unemployment rate 10 6 percent,5,1
toomey crossed party lines stop gun sales suspects terror watch list,gavin newsom said california seen 56 percent decline gun murder rate since enacted strong gun control laws 1990s newsom appears mixed gun murder rate gun death rate californias gun murder rate dropped 67 percent 1993 2014 according review fatal injury report data u centers disease control prevention similar though somewhat smaller drop gun murder rate took place nationwide period newsoms overall point correct gun deaths including gun homicides dropped significantly california since state imposed new laws factchecking cause drop gun rights gun control groups different opinions clear gun homicides declined significantly even faster newsom stated,2,0
obama senates liberal,arizona house democrats said gov ducey wants use public taxpayer dollars increase salaries private prison guards state contracts geo group manage kingman prison question geo pays correctional officers state purchases kingman would use 2 million raises prison staff major caveat raiseswould morethanoffset money state says save purchase kingman facility,2,0
wisconsin state allows parents guardians purchase alcohol children regardless whether child seven 20 years old bars restaurants,clinton said let say dont think sanders single negative ad ever run democratic groups including one supporting clinton republican outfits alike gone sanders,1,0
austin largest city us texas geographic representation city council,scarborough said clinton sent memo state department staff said use personal email accounts department business scarborough pushed bit far two points clinton direct role sending memo even though went name memo encouraged staffers avoid using personal email accounts fell short prohibiting use points diminish accuracy scarboroughs statement critically,5,1
city atlanta one highest lesbian gay bisexual transgender populations per capita ranking third among major american cities,end perry came close getting right though didnt take account instate births people moving away statistically speaking course set number people arent moving texas every day number varies rely irs data collected 2007 2008 1 300 people average relocating time frame,3,1
iraq secondlargest oilfields world behind saudi arabia,leave usfor part comment trump appeared talking eve iraq war hes correct iraq secondlargest oilfields world saudi arabia flashes forward hypothetical nearterm takeover iran trumps statistic slightly since iraq still high list passed three additional countries,4,1
isis didnt exist brother president alqaida iraq wiped brother president,boehner said president said 22 times 22 times couldnt eventually boehners broader point obama said one thing executive action another accurate refrain rhetorical flourish saying obama said 22 times,2,0
obama plan health care country eventually going run government,bloggers said north korea telling people national team world cup final video satire bore unmistakable markings korean speaker come communist country plus north korea broadcasting world cup soccer fan would know team failed qualify,1,0
mary burke wasted 125 million dollars vacant lot move could cost taxpayers nearly 25 million,said mortgage fraud 400 percent last five years bondi numbers right nearly 400 percent increase referring specifically fbi investigations mortgage fraud nationwide account state local investigations information collected financial crimes enforcement network bondi could specific figure coming,1,0
says gov scott walker made 70 million cuts job training programs wisconsins technical colleges,limbaugh reached early flareups obama presidency quip nasas conversion muslim outreach department notion stems remarks bolden interview arabic tv channel 2010 bolden identified three priorities obama including finding way reach muslim world engage much dominantly muslim nations help feel good historic contribution science math engineering obama white house refuted boldens remarks outrage swelled spokespeople emphasizing agencys mission space exploration diplomacy limbaugh also accused obama shutting nasa space flights obama certainly played role shuttle flights stopped office plan scuttle space shuttle program started obama took office congress fully funded budget requests speed along creation private american space fleet omissions go beyond realm hyperbole,3,1
says american public overwhelmingly opposed democraticsteered health care plan,trump said homicides last year increased 17 percent americas 50 largest cities thats largest increase 25 years statement comes credible source calculations made washington post post article acknowledged fbi data found smaller increase recent years contradictory results many cities experts caution putting much stock shortterm changes since yeartoyear data volatile hardtodiscern reasons lost trumps formulation overall violent crime falling consistently quarter century,3,1
letting occupy atlanta protesters stay woodruff park,city code required first order expire oct 17 order say protesters would removed date reeds office said three days firm deadline protesters leave park,5,1
214 000 doctors opt obamacare exchanges,second part according two forestry experts impossible pin,1,0
president barack obama said beginning negotiations basic approach dismantle irans nuclear program exchange dismantling sanctions,large portion correct nothing requires bag fee revenue spent directly environmental causes found states nonpartisan legislative analysts office supporters make fair point fee persuade customers use reusable bags thus cutting river creekchoking plastic bags click six politifact ratings select facts check update fact check published spokeswoman city san josetold us citys estimate 89 percent litter reduction later determined miscalculated,1,0
republican extremists tried take away abortion rights blake rocap stopped,rocap said voter mailer republican extremists tried take away abortion rights blake rocap stopped rocap ranks among texas prochoice advocates battled sometimes derailed republican moves pitched reducing prevalence abortion butrepublicans also ultimately passed multiple restrictions law one stopped,2,0
evidence support claim guantanamo used recruiting tool terrorists,clear mccain intervene behalf charles keating federal regulators language lifted almost directly senate committee report mccain also championed legislation delay regulation savings loan industry acknowledged book debatable whether first actions allowed keating continue fraud second certainly didnt since legislation didnt pass yes keatings fraud exact huge cost taxpayers,3,1
says us giving seven alaskan islands russia,since may however losses albeit smaller ones returned giving republicans fresh ammunition example payroll employment dropped 57 000 july august 2010 watched president stewarts show last night thought basic point timing employment losses correct ought noncontroversial gary burtless labor markets expert centristtoliberal brookings institution said email theres still plenty debate stimulus impact economy recent reversal job gains troubling,1,0
allowed referring email practices,regarding decision use private email server clinton said allowed one ever stopped clinton conducting work private email server exclusively thats thing beingallowed offices within state department told independent inspector general asked would allowed report state departments office inspector general shatters one clintons goto phrases email practice,1,0
virginia population increased 8 percent 2005 2015 per capita spending budget increased whopping 38 percent,chenoweths answer muddies things bit minds corporate fraud charges settled never public airing specific allegations never public airing specific allegations finding guilt study authors unable see figures measured deemed fraudulent also important note study focused outcomes individual hospitals federal investigation centered around dozens columbia hca properties leave usin ad truth scott certainly cites top 100 hospital report correctly says twothirds florida hospitals make list owned columbia hca,3,1
wife going first hispanic first lady history texas,cornyn less accurate said taxpayer money provide blackberrys smokers kick habit first phones part study theyre reward quitting smoking cornyn suggests plus phones free thanks sprint trying gin business,5,1
fbi confirms evidence huge underground clinton sex network,main issue crists use word probably morning joe interview crist said would probably give back leading donors believe dictionary states expected without much doubt would see cash back crist find crist completely changed position entertaining idea giving money back definitely giving money back,0,0
governor scott cut taxes 40 times florida families,clinton said lose average 90 americans every day guns leaves unsaid bulk deaths suicides homicides also 2013 latest year available data rate homicides firearm lower rate 1999 2013,3,1
president barack obamas failure push job creation black unemployment rate ferguson mo three times higher white unemployment rate,governor states ranking four years ago moved one spot right states population population tie jobs,1,0
cromnibus law taxpayers must guarantee incredibly risky derivatives deals made nations largest banks,nevertheless polling results still conflicted point several polls support krugmans statement also point refute six polls looked three polls showed republicans favored package included tax revenues two polls showed opposition one poll statistical tie convinced polls show average republican favors form tax increases reduce deficit,3,1
every single country majority vote whod already made minds,data unaids unicef closely matches numbers though trudeau would precise said subsaharan africa evidence shows young girls ages 10 19 significantly vulnerable hiv infection male peers due wide variety economic genderrelated issues,4,1
minimum 40 percent view child pornography end molesting children result,thats exactly dewine quite contrary study causeeffect relationship found suggests nearly offenders committed acts molestation prior looking child porn,2,0
theres 21 congressmen senators convicted felonies still get retirement even jail dont wait theyre 65,trump said im selffunding campaign end 2015 trumps contributions account half money campaign taken hes contributed far money candidate cycle however significant portion money comes individual contributions several months last year campaign received far dollars potential voters trump additionally trumps contributions loans rather donations may hope recoup funds,4,1
federal register houses washington regulations 34 000 pages length weighs 340 pounds,chain email said republicans voted recent hikes income tax payroll tax capital gains tax dividend tax estate tax arguing passed obamacare bulk tax hikes stem different bill entirely fiscal cliff bill received support large majority senate republicans significant minority house republicans,3,1
united states allies lined air strikes syria obama pulled rug,king said allies lined launch air strikes syria president pulled rug handful allies lined air strikes counted france turkey saudi arabia countries supportive hardly overwhelming show hands king specify many remarks among crowd key allies like united kingdom germany italy arab league united nations also balked support faded russia helped broker diplomatic solution syria agreed give chemical weapons statement partially accurate leaves important details,3,1
see quarterbillion dollars pension fund needs funded 12 billion,impossible reach summits progress without changing corrupt unjust order world tehran insists nuclear program peaceful intended expand energy supplies growing population clinton accurately summarized ahmadeinejads recent comments 9 11,4,1
hospitals already begun layoffs direct result republican inaction medicaid expansion,finally found mixed bag comparing individual private public sector occupations private counterparts spoke public jobs pay pay less,3,1
sotomayor rulings thrown court troubling four times,moratorium projected drop went 100 000 barrels 130 000 barrels day,3,1
says last year 13 million health insurance rebates went 50 states another 85 million rebates sent summer averaging around 100 bucks,obama said millions americans opened letters insurance companies got rebates companies failed spend least 80 percent premiums care talked 13 million rebates going last year 8 5 million year numbers generally accurate fact half rebates went employers run health plans workers federal law says employers use money health care also use shore health plans policy holders getting 100 directly,3,1
says house democrats voted use tax dollars abortions voting bill defunding planned parenthood,goes even current mainstream republican dogma allowing funding planned parenthoods familyplanning womens health initiatives helps indirectly fund abortions,1,0
generous country world comes immigration million people year legally immigrate united states,moorhead tweeted austinites voted citys 1973 election featuring mayors race citys recent mayoral election nearly 63 500 voters cast ballots april 1973 less 49 400 participated may 2012,4,1
tips left dunkin donuts dont go employees,spokeswoman mayor acknowledged newark housing authority initiated arbitration process,1,0
says probably 2 million could even 3 million criminal immigrants country illegally,doesnt mean didnt create jobs jobs went people colorado less 100 miles away might create fulltime jobs thedford residents employed colorado company got multimilion dollar contract,3,1
obama said proposed 1 000 emergency energy rebate enough offset increased cost gas working family next 4 months,cant rule reason rule membership gone 50 percent according news reports since walker implemented changes decrease may may hold numbers finally shake tweet accurate needs additional information,5,1
says gov bob mcdonnells budget would cut prekindergarten programs,cheney referenced rand corp report showed doubling number terrorists report mentions look terrorism branch unitedstatesand interests crosshairs rise think clear comment referencing reports finding members salafijihadist groups engage violent jihad activities doubled update 1045 june 24 weve updated item make clear cheney talking total number terrorists number terrorist groups,2,0
says obama flipflopped warrantless wiretapping,rating johnson said twothirds federal budget permanent law permanently appropriated mandatory spending appropriations arent permanent isnt easy congress make changes law change spending within mandatory programs,5,1
leading democratic candidate said unfettered free market destructive force modern america,opposition would part support broader fundamental tax overhaul,1,0
says federal health care overhaul cost texas state government upwards 30 billion next 10 years,saslaw senate minority leader said onethird gasoline bought virginia purchased outofstate motorists cited statistic reason many democrats oppose governors plan raise money roads ending state gas tax increasing sales tax saslaw said plan would diminish virginias ability tax outofstate drivers using roads transfer burden virginians saslaw offered credible proof back statistic time asked cited different possible source dmv virginia department transportation maybe newspaper article theres good reason none possible sources pan statistic exist virginia taxes gasoline sales wholesale level pumps theres data percentage gas purchased virginia outofstate drivers burden proof falls saslaw comes empty,2,0
says former sen george allen voted four times raise pay,clinton said new jersey gov christie vetoed legislation extend early voting 2012 state legislators passed bill would added early inperson voting new jerseys existing absentee ballot mailin system legislation wouldnt extended time period early voting would given voters ways vote election day christie rejected bill saying existing system worked fine proposal would extended early voting christie vetoed,4,1
ninetysix percent last session us rep henry cuellar voted nancy pelosi,ad said mandating fingerprinting seeking purchase gun requirement thats reduced gun crimes five states law thats correct description statistics firearm homicide rates lower five states laws experts told us beforeandafter comparisons states show guncrime rates reduced fingerprinting laws took effect addition ad refers gun crimes supporting data looks specifically gun homicides robberies assaults committed guns,4,1
president offered fewer executive actions almost president preceding presidency recent history,federal filings confirm gingrich indeed raised candidates combined important caveat comparing 527 groups pacs entirely fair much easier 527 group raise money esquire article acknowledged difference pacs 527 groups mixed details got right overall point theyre hard compare,3,1
reagan took office didnt raise taxes didnt cut entitlements cut taxes,certainly would made easier factcheck instead left one valid statistic state gained 310 500 jobs halvorsons political career another statistic shows states economy fell far behind creating enough jobs keep population growth,2,0
youre mexican get sent back youre noncontiguous country like central american countries stay united states,cuellar said unaccompanied alien children contiguous countries sent back matter law calls placement minors noncontiguous country like central american countries residential setting cuellar correctly characterizes law law passed measure combat human trafficking worldwide result certain parts legislation allow unaccompanied minors noncontiguous countries stay united states lawmakers contemplating changing law,5,1
says paul ryan supports banning abortions even cases rape incest,reality elderly beneficiaries account nowhere close twothirds medicaids costs brown suggested point spending elderly disproportionate numbers valid would close accurate hed said elderly blind disabled office said intended,3,1
says bike crosswalk dip wheel road cars must legally stop,seen donald trump used essentially recruiter people join cause terrorism two different terror groups used trumps words propaganda videos,5,1
rhode island second highest per enrollee medicaid cost state country 60 percent higher national average,statement however falls bit shy absolute true ruling viewed context overall fuel savings new vehicles accrue could substantial actually offset higher costs long run,4,1
ninety million americans either arent working arent looking work,humana hand mailing people using personal information receives government contractor unitedhealth would bound similar rules humana government contractor medicare advantage aarp,2,0
obamacare cuts 500 billion future medicare funding order fund new constitutionally questionable government mandate even going far scuttle medicares popular successful part medicare advantage,charlie crist mccollum de facto leader state party decided pursue independent run u senate april 29 judge mccollums comments mccollum say april always supported much transparency possible state partys spending records doesnt match statements february back rejected calls ask release party credit card statements said specifically good inner workings political party aired public later say state partys audit financial problems released public,3,1
nearly half africanamerican children age 6 living abject poverty,trump said nearly half africanamerican children age 6 living abject poverty poverty rates question high trump says depths great recession since eased somewhere 20 percent 37 percent depending income threshold use still rates africanamerican children disproportionately high trump point even statistics old exaggerate scale poverty age group,3,1
says president barack obama carried congressional district 13 82 points 2008 56 points 2012,eyes coquille leaders policy apply agree policy exist governors stated words compacts tribes oregon warm springs closed one casino order open another cow creek believe agreement made tribes,1,0
says democratic party created planned parenthood,martin said planned parenthood created democratic party biographers margaret sanger founder planned parenthood say shunned political commitments critical presidents parties,1,0
property taxes increased 20 percent four years chris christie,silva said property taxes increased 20 percent four years chris christie state dca points christies property tax cap reining taxes tenure without mentioning impact tax relief programs reduced greatly past years reduced eliminated tax rebates means taxpayers generally pony money pay tax burdens number organizations pointed previous dca figures showing net property tax increase nearly 20 percent associated press report said actual increase first three years christies gubernatorial tenure 13 percent considering variety factors including estimates rather final numbers 2012 given disparity nj spotlights aps figures factoring past truthometer factchecks topic clear increase isnt high 20 percent doesnt appear low 13 percent silva right property taxes increased christie much said comment story go nj com editors note story updated clarify nj spotlight online news site considered liberalleaning,4,1
david perdue led efforts ship thousands jobs overseas,democratic partys statement partially accurate perdue lead efforts resulted jobs created overseas jobs cut country many jobs hard say lot context needed understand exactly companies employed strategy,3,1
says parents came america following fidel castros takeover cuba,several times race u senate rubio told reporters voters parents left cuba 1959 suggesting fled castros rule campaign bio later official senate biography said parents came america following fidel castros takeover even stumbled dates miami herald reporter acknowledged parents left revolution official web bio stayed updated say marco born miami 1971 cuban exiles first arrived united states 1956,1,0
today cant rely retirement fund public employees funded,study cited well data seen better indicator startup activity put wisconsin 48th 49th data somewhat dated covering part walkers time latest available,1,0
says restored prayer pledge schools,regardless slip correct united states chinas top export destination onequarter share hefty one third share would either way united states remains significant market chinese exports politifact ohio isnt looking play gotcha key tenet words matter case browns number nearly 30 percent greater correct figure,3,1
expanding medicaid part health care law,scott fought health care law became governor law passed continued fight supreme court upheld law scott said definitively opposed medicaid expansion several months later february 2013 scott announced supported medicaid expansion qualified position saying wanted try three years florida could judge working didnt push legislature approve legislators ultimately rejected expansion 2013 scott completely reversed stance medicaid expansion,1,0
national security agency says irans nuclear ambitions advancing time slashing nuclear arsenal,rubio said 3 million jobs available america filled many people dont skills jobs one allows space using shorthand rubio basically right 3 million jobs available america,4,1
thanks restrictive anticompetitive ballot laws candidates november 2014 ran unopposed nearly half wisconsins state representative races michigan minnesota nearly races challengers,gallo said alter exploited campaign finance loophole obtain 64 000 public dollars fund campaign gallo couldnt known sent mailers alter ultimately exceeded spending limit shed pledged meet city rules alter qualified runoff money anyway gallo noted gallo hadnt committed finance restrictions find reasonably debatable,3,1
thirteen hundred applicants rhode island signed insurance obamacare,concerned whether really democrat voted stop health care legislation yes voted stall legislation ignores critical facts would give different impression namely end voted pass,4,1
president obamas health care law says sell house pay 38 percent tax,cutter said one 10 minimumwage workers u lives texas actually 18 percent u workers paid minimum wage 2012 toiled texas according government figures texas home 13 percent nations hourly employees paid minimum wage less,0,0
pink pony club dekalb county never cited violation ordinance state law,projections may uncertain doesnt mean theyre pulled air perry told kvue 18 billion budget gap figure cited state leaders using best information available official budget board whose staffers longstanding experts numbercrunching called figure reasonable perry piped,5,1
finance experts estimate paying cash 25 billion projects funded sales tax saved gwinnett county 1 billion interest payments,politifact ohio isnt rating part bells statement today whether sb 5 answer remains hotly debated examining merits flaws,5,1
says jason carter gotten david axelrod come campaign advisor,divide figure total united states population 2009 307 million people works 5 4 percent slightly one every 19 americans declare coburn completely correct lets look many people collect ssdi ssi couldnt find numbers december 2009 november 2010 overlap 1 8 million people assume number roughly similar december 2009 4 8 percent u population receives either ssdi ssi one every 20 7 people,1,0
two thirds three quarters people without health insurance rhode island work,elizabeth roberts said two thirds three quarters people without health insurance rhode island work unfortunately none data precisely match way cast statement mathematica study showed far fewer working people without insurance based projection using older data gave range two thirds three quarters 67 percent 75 percent get updates politifactri twitter,3,1
theres one piece legislation law sen ted cruzsname,rubio said murphy wrongly conveyed rubios stance abortion women infected zika spanishlanguage ad rubio disputed notion believe allowing pregnant women get abortion suspect baby may suffer zikarelated birth defects rubio confirmed stance august story politico murphy subsequently cited,4,1
says lee leffingwell mayor austin texas long sarah palin governor alaska,smitherman said sued obamas epa seven times seven epa lawsuits obama administration spokesman identified either smitherman commission served time named plaintiff,1,0
says president barack obama said everybody hate police,giuliani said obama said everybody hate police throughout comments since august latest unrest racial disparities criminal justice system began obama continuously encouraged working police find solutions make change also repeatedly emphasized importance law enforcement communities color fact police officers dangerous job,0,0
newly elected republican senators sign pledge eliminate food stamp program 2015,may disagree measure used study approach recognized standard decades measure milwaukee ranked,0,0
barack obama fewest number adults working since jimmy carters presidency,empirical scientific research subject words burroughs limited ambiguous incomplete,1,0
oregon sixth highest combined death tax rate country,groups statement reflects unchallenged fact battle flag army northern virginia fly texas capitol also version flag army northern virginia carried texans texas battle,2,0
says marco rubio voted every bill would helped keep families safe even voted bipartisan measure introduced republican prevent people nofly list purchasing guns,certainly millions current retirees baby boomers age 55 brown fundraising pitch qualification,2,0
left city 43 million bank,discretionary spending military trending decade 2001 2010 increased 71 percent almost three times rate increase domestic discretionary spending rose 24 percent nonsecurityrelated discretionary spending accounts 15 percent 3 5 trillion total budget leave question whether thats good policy others debate,2,0
thanks president bushs policiesthe income gap higher time since great depression,kenney distance group far shared full donor list concern current reporting requirements solely totality frequency cannot expect know donors month kenney push lobbying law reform soda tax debate isnt present,3,1
every time put ballot issue costs million dollars,unions valuable comes campaigning behalf candidate making phone calls knocking doors donating political action committee money union endorsement thing getting support money individuals make union statement partially accurate certain unions memberships endorsed nolan statement takes things context members individually cited support nolan,3,1
said would vote patriot act came senate voted,clinton also among senators voting yes obama said final deal ideal improvement earlier republican proposals compromise modestly improve patriot act strengthening civil liberties protections without sacrificing tools law enforcement needs keep us safe said adding urge colleagues continue working ways improve civil liberties protections patriot act reauthorized obama vote reauthorize patriot act working improve law expanding civil rights guarantees,3,1
national debt larger entire annual economy,netmetering subsidy question complex likely takes 30second television ad explain full reality complicated solar energy fairness puts,4,1
americans bought climate change 200406 began wandering away issue,pretty clearly makes sound like obama wants raise taxes everyone case also want give obama blame youd also give good portion blame current congress wellknown tax cuts going expire nothing stopping democraticcontrolled congress addressing issue earlier finally youd also give blame bush previous congresses passing tax cuts expire,3,1
says marco rubio would take away womans right choose victims rape incest,grayson says bush vetoed quiones plan taxation without representation large scale mailer accurately quotes bushs veto message lacks context vetoed quiones plan entailed theres denying quiones played hand legislation would allowed county residents vote additional 2 per day surcharge rental cars would mostly hit tourists sponsored language ended final bill mailer details voters unless residents somehow connect words rental cars cluster items grayson says quiones taxed unfair say quiones taxed rental cars plan question would county voters never happened bushs veto plus even though quiones sponsored version surcharge legislation clout trails influence two central florida colleagues widely credited getting language final version sb 1350 certainly known quiones plan around capitol,4,1
unemployment texas risen two percentage points rick perry governor,currie said unemployment risen two percentage points perrys governorship supported cherrypicking latest available texas jobless rate 6 5 percent july 2013 comparing 4 2 percent rate january 2001 perrys first full month governor one also note instance 2013 monthly rates lower perryera high 8 3 percent early 2010 also texas rate trailed national rate six years finally reasonable blame credit governor states unemployment rate economy fares determined states chief elected official,3,1
says labor force participation rate barack obama became president unemployment would 11 percent,medicare spending still set increase high rate originally anticipated difference 500 billion used help fund provisions new health care law politifact florida 10 news partnering 2012 election season,5,1
david perdue said hed raise taxes,basing statement alone perdues meeting newspaper editorial board takes statements context equating revenue increases tax hikes stretch breaks upon closer examination perdue far clear though support extending sales taxes goods services bought online though fair tax includes tax part proposal separate bill would levy internet sales tax exact way perdue said supported,3,1
aclu filed suit end prayer military completely,agree teilhet would better served said represented interests state even hooks said teilhets statement broad,0,0
appointed us attorney president bush sept 10 2001,bush said florida state eight years go aa aaa bond rating floridas general obligation bond rating upgraded standard poors rating services 2005 delaware michigan upgraded aa+ aaa sp 2000 bushs second year office information bushs pac cited include first two years office,2,0
says president obama said small businesses succeed government,cnns lemon said many people go buy automatic weapon lemon spoke though gun purchased automatic semiautomatic meaning shot requires separate pull trigger ease purchase lemon described applies semiautomatic guns legal status availability semiautomatic fully automatic guns quite different acquiring machine gun prohibited states much heavily regulated others,1,0
says congress doesnt avoid sequester tens thousands parents scramble find child care kids,coalition specific saying referring people age 21 believe information would add significant context may believe anyone older 16 18 child childrens defense fund specific noting total included children teenagers,3,1
past decade big five oil companies bp chevron conocophillips exxonmobil shell made total profit nearly 1 trillion,sure big differences distribution tax cuts proposed two sides say republicans opposed tax cuts working families based opposition stimulus package grossly distorts republican position,4,1
says george lemieux falsely attacked marco rubio,ralph mollis said perpupil cost mayoral academy blackstone valley far outweighs perpupil cost cumberland public schools efforts mollis campaign consider revenue per pupil didnt sway us thing mollis said follow us twitter politifactri,4,1
jasper county texas raised property taxes 7 percent order pay one death penalty case,said already takes time noteworthy day portmans column came eia released annual energy outlook saying u consumption liquid fuels expected keep rising import share falling keep due increases production including biofuels greater fuel efficiency thats say would would worthwhile united states produce even oil long run economists others cite potential economic defense trade benefits future,5,1
social security medicare medicaid created republicans stood sidelines,even significantly though commercial makes distinction nurses public employees nonpublic employees implies nurses suffer issue 2 passes tiny fraction ohio nurses public employees four six every 100,1,0
says one four women one seven men victims domestic violence lifetime,still looking data georgia trend remains white voters regardless educational level vote republican georgia deep south gop still firmly control,5,1
says sierra club sued stop oil gas activity texas coast turtles fine,cuccinelli said bills hes supported defining life beginning conception contained language saying measures intended comply supreme court rulings abortion rights cuccinelli backed two bills career one qualifying clause described cuccinelli cosponsored,3,1
obamacare doesnt require members congress abide rules americans,obama said foreign intelligence surveillance court transparent dont doubt good reasons secrecy court youre going operate mostly secret court also dont get crow transparent president cant cake eat,1,0
says michelle nunn acknowledged allowing convicted felon hold fundraiser,nunn said know anything mans criminal background leaves relevant details,4,1
goldman sachs barack obamas 1 private contributor,gordon support exemption news articles show newark needed additional state aid dollars years ad ties bill property tax exemption entities directly affected city school district county voters bergen passaic counties,5,1
says sen thad cochran voted spend hundreds millions dollars bridge nowhere alaska instead shifting money repair bridge damaged hurricane katrina,chocola said cochran voted spend hundreds millions dollars bridge nowhere alaska instead shifting money repair bridge damaged hurricane katrina cochran vote way specific amendment weeks later cochran played key role securing funding i10 twin span bridge,3,1
years spent money taken,bush said 80 percent graduation rate high school spending per student country world liechtenstein think luxembourg couple small countries national average graduation rate 81 percent 201213 according one method federal government uses calculate rate among advanced countries united states ranked fifth per student spending secondary education behind austria luxembourg norway switzerland liechtenstein wasnt list since bush expressed uncertainty think statement still accurate,3,1
debt ceiling deal result lowest level annual domestic spending since dwight eisenhower president,download report go page 32 let us know ones youre interested piglet book authors got bit lucky one fact aci completed project without stimulus funding saved bacon flames pants fire ruling,3,1
texas fiscal year money reserve 49 states combined,patrick said texas year money reserve 49 states combined inquiry patrick acknowledged misstatement,0,0
aboard florida 100 percent private venture state money involved,scott said tv interview aboard florida 100 percent private venture state money involved aboard florida private venture applied 1 6 billion federal loan also state kicking money infrastructure particularly new intermodal center orlando international airport funding infrastructure doesnt go directly aboard aboard derive benefit spending,2,0
hitler abolished unions thats wisconsin gov scott walker today,many lawyers handle cases affected law predict cap become standard part busy judges cant take time sort reasonable fees rating megna described impact act 92 stark dramatic terms saying 200 consumer laws destroyed walker signed seems clear changes tilt playing field consumers significant ways laws remain books litigation continue level perhaps reduced premature say,0,0
2012 redistricting wisconsin competitive congressional districts,rating ryan says wisconsins congressional districts competitive overall impact redistricting seats cited ryan including clear seats held republicans duffy kind ryan redrawn favor incumbent 2012 redistricting,2,0
amazing 5 400 jobs lost first 12 months smoking bans implementation ohios hospitality industry alone,cruz said donald trump hillary clinton bernie sanders identical position health care want put government charge doctor trump clinton sanders proposed reduce prescription drug prices one policy far cry identical position health care cruzs description position putting government charge doctor reasonably applied sanders singlepayer system clinton proposed specific ways defend expand obamas health care law trump whose exact plan unclear said repeatedly hed repeal replace obamacare marketbased alternative many specific differences three plans,1,0
says never said would keep education funding,yes small cut proposed budget 12 3 billion cut nevertheless least scott deliberately purposely suggested education funding would held harmless first state budget made comments effect days budget released yet announced budget cuts included,1,0
law enforcement agencies found bodies desert either buried lying beheaded,none amendments passed correct tiny percentage amendments ultimately pass ratified said 11 000 official count puts number approximately 11 372,0,0
virginias educational level among whites higher georgias,econorthwest preparing paper delineating success wrote oregon leads nation number jobs per capita manufacturing sentence needed rewritten say state leads nation manufacturing output per capita,5,1
gov scott walker wisconsin projected 1 billion budget surplus turns deficit 22 billion,think defensible obama axelrod express concern citizens united decision created opportunity foreign companies use money try influence upcoming elections,2,0
failings civil service encouraged system makes difficult fire someone even gross misconduct,addition wisconsins case retirement benefits go investments dont perform par said rating walker says wisconsins pension system one fully funded country case among state pension plans 2012 newer reports show slightly different results according pew charitable trusts south dakota wisconsin fully funded 2013 according boston college fully funded 2013 2014,4,1
says defense department shrinkwrapped 108 billion american money loaded 175 pallets put transport plane iraq passed 100 bills one receipts,clinton said called addressing risks derivatives cracking subprime mortgages improving financial oversight early financial crisis crisis hit peak summer 2008 though started gain traction 2007 clinton began addressing subprime mortgage issue appearances march 2007 later year took derivatives also proposed specific plans solving problems increasing oversight financial institutions,2,0
defense department received onehalf 1 percent nearly trilliondollar stimulus package funding,said florida 49th per capita spending mental health campaign cites editorial provide source 49th figure association state mental health program directors research institute inc concluded 2006 report florida ranked 49th figure quoted several times mental health experts sharpe mental health america wrote 2007 report florida 48th based earlier 2004 data,4,1
jebs policies florida helped lead almost total collapse,trump said jebs policies florida helped lead almost total collapse economists told us great recession precipitated housing bubble grew multiple factors including policies levels government bushs actions governor may done anything prevent financial crisis experts said could worked throttle overbuilding agreed cause recession,2,0
trimet spending 42 million fed funds save 168k per year,although nearly 10 5 billion structural deficit projected fiscal year 2012 budget balanced required state law also budget increases state aid education previous fiscal year,4,1
threw barbecue yesterday memorial weekend 29 percent expensive last year barack obamas policies led groceries going 29 percent,undoubtedly requires justices supreme court judges court appeals work swiftly lot boost credibility oftenrepeated statement court among nations busiest experts say absolute measure compare courts workload courts thats lot missing context,1,0
city portland national constitution contests city america,bush said federal government owns half west yet continues acquire land hes right washington owns 47 percent land 11 western states government agencies also continue request funds land acquisitions although major source transactions recently expired federal government routinely acquires disposes land overall less acreage 25 years ago,5,1
gov scott walker helping pay criminal defense man accused boy rape,hes using social media shorthand brazen effort link walker defending pierick amid allegations sex crimes suggests imply governor supports defends boy rape,0,0
congressional budget office report says president barack obamas executive order raise minimum wage new federal contract workers cost economy 500 000 jobs,hasnt convinced regulators far update original version item incorrectly reported national grid major supplier electricity natural gas burns natural gas produce electricity,1,0
